"companyid","month","x1","x2","x3","x4","incidents"
2,2022-08-01,50.7796084956371,64.4717423152179,7,0,0
2,2022-09-01,40.3814336586987,35.0009598676115,3,1,0
2,2022-10-01,49.286919138764,50.4343953030184,3,1,0
2,2022-11-01,64.4455085842335,30.8446224266663,5,0,1
2,2022-12-01,54.5150405307921,42.67354009673,4,0,4
2,2023-01-01,50.4123292199294,58.2524395221844,2,1,0
2,2023-02-01,45.7750316766038,53.3831628644839,4,1,0
2,2023-03-01,29.4675277845948,51.5017637843266,3,1,0
2,2023-04-01,61.3133721341418,48.637059838511,5,1,1
2,2023-05-01,35.3935992907518,59.190731360577,4,1,0
2,2023-06-01,57.3994751087733,29.9560805503279,2,0,0
2,2023-07-01,69.0910356921748,59.1239000856876,4,1,0
2,2023-08-01,35.561068390282,47.1780043933541,1,0,0
2,2023-09-01,57.0178433537471,72.6341090817004,4,0,0
2,2023-10-01,47.3780251059753,28.4228890575469,8,1,0
2,2023-11-01,34.2785584085451,77.5546366628259,6,0,0
2,2023-12-01,34.8533234621825,21.2467310810462,9,0,0
3,2018-01-01,33.9846382642541,25.7146620284766,5,0,0
3,2018-02-01,44.690934778297,71.9458326231688,7,0,0
3,2018-03-01,35.382444150041,60.0878449622542,3,1,0
3,2018-04-01,56.8791677297583,75.0721169495955,5,0,0
3,2018-05-01,71.0010894052567,36.293777753599,3,1,0
3,2018-06-01,37.1296952396482,76.3769834022969,2,1,0
3,2018-07-01,57.8773884747518,75.2506997250021,6,1,0
3,2018-08-01,57.6904224100091,29.9611545074731,1,1,0
3,2018-09-01,53.3220257895012,65.4701452096924,3,0,0
3,2018-10-01,39.9162339172299,57.2710936330259,4,0,0
3,2018-11-01,48.8054739336934,72.9975966829807,7,0,3
3,2018-12-01,47.1960466482975,44.3837187299505,8,1,0
3,2019-01-01,55.6298953322048,26.4904605876654,5,1,0
3,2019-02-01,46.2756124389617,50.2213886938989,2,0,0
3,2019-03-01,59.7697338668562,51.9677750114352,6,1,0
3,2019-04-01,46.2541914223299,44.9329588469118,7,0,0
3,2019-05-01,60.5271146557933,76.7966519948095,2,0,2
3,2019-06-01,39.5082299333393,71.9287924515083,7,0,0
3,2019-07-01,37.3984475524189,31.6040063556284,5,1,4
3,2019-08-01,82.410399349424,63.3402896020561,3,0,0
3,2019-09-01,45.8314241183957,29.5893195085227,5,0,0
3,2019-10-01,52.9822759154072,35.129007967189,9,1,0
3,2019-11-01,56.3656967403385,46.5792296314612,9,0,0
3,2019-12-01,45.1621937429126,76.9809126295149,7,1,1
3,2020-01-01,55.1686204431361,35.1187882060185,7,0,0
3,2020-02-01,53.6896452738509,32.2696569841355,8,0,0
3,2020-03-01,47.8461949235831,67.8585153911263,4,0,0
3,2020-04-01,50.6529303352532,26.7734945053235,6,0,3
3,2020-05-01,49.6593274626154,40.1878671254963,10,0,0
3,2020-06-01,71.2845189901618,24.7016594652086,5,0,1
3,2020-07-01,42.5866390372717,45.0416285032406,2,1,0
3,2020-08-01,39.0400373292534,57.0015985006467,7,0,1
3,2020-09-01,50.3778839917108,25.3214059164748,6,1,0
3,2020-10-01,53.1048074944314,37.9947684938088,5,0,0
3,2020-11-01,54.3652347891018,58.298686882481,6,1,0
3,2020-12-01,45.4163466728889,36.5157676115632,6,0,0
3,2021-01-01,39.3667386602881,64.9953538551927,7,0,0
3,2021-02-01,62.6318517608949,21.8916541291401,5,0,0
3,2021-03-01,46.5034961204645,25.9775735810399,6,0,0
3,2021-04-01,41.3448713734663,32.3406598484144,9,1,0
3,2021-05-01,47.637204310589,75.5847677960992,5,1,0
3,2021-06-01,48.0282410565145,47.5341764232144,4,1,0
3,2021-07-01,61.0992028971364,30.5912313750014,4,0,0
3,2021-08-01,50.847372921972,23.611671035178,4,1,0
3,2021-09-01,57.5405378518452,60.543200597167,2,0,7
3,2021-10-01,45.0070798282774,26.0812265984714,6,0,0
3,2021-11-01,52.144453095816,54.135913355276,8,0,0
3,2021-12-01,46.7531408850917,25.3739736089483,7,1,0
3,2022-01-01,50.9458352817357,31.4566833851859,5,0,0
3,2022-02-01,41.0463664202246,60.4552521929145,5,0,0
3,2022-03-01,36.8919846667203,37.42455964908,4,1,3
3,2022-04-01,69.9721338474797,65.4026107629761,8,0,0
3,2022-05-01,56.0070882367242,69.7213795688003,7,0,0
3,2022-06-01,37.4872863837506,25.5403623636812,2,0,3
3,2022-07-01,43.8883408331958,48.4238470625132,7,0,0
3,2022-08-01,38.1451991540269,63.1149833882228,5,0,0
3,2022-09-01,71.9881034888372,46.1284816963598,5,0,0
3,2022-10-01,63.1241297643351,27.4330229777843,3,1,0
3,2022-11-01,47.3485494330365,69.4073691545054,2,1,0
3,2022-12-01,55.4319405923209,69.6037777373567,4,1,0
3,2023-01-01,45.8566005208114,58.8972529489547,6,1,0
3,2023-02-01,45.2375310538442,41.5106721781194,2,1,0
3,2023-03-01,42.1139716214976,44.3978715175763,12,1,0
3,2023-04-01,44.0538273254049,66.5532656898722,4,0,0
3,2023-05-01,66.5090746733669,54.5339190587401,2,1,0
3,2023-06-01,49.4597187491456,64.4827719638124,4,1,0
3,2023-07-01,51.1924523642758,25.4864268144593,4,1,1
3,2023-08-01,52.4368742959909,52.478992594406,6,0,0
3,2023-09-01,62.3247587848534,56.1749161453918,8,0,0
3,2023-10-01,44.8393616905522,33.2956205960363,7,0,0
3,2023-11-01,40.0749284960796,79.1457403590903,5,1,3
3,2023-12-01,66.7569693240319,76.9110574573278,10,1,0
4,2018-01-01,45.5883678309471,44.6932068141177,6,1,0
4,2018-02-01,42.7693403006013,72.4363487772644,5,0,0
4,2018-03-01,37.6372688111671,37.3006575461477,6,0,2
4,2018-04-01,37.152842776822,68.7882592668757,5,0,0
4,2018-05-01,44.2602652070201,74.9247451126575,4,1,0
4,2018-06-01,56.1798581716653,60.7260697660968,8,0,0
4,2018-07-01,61.0984813892972,67.8796809678897,6,1,0
4,2018-08-01,57.0758835383559,23.9318971894681,4,0,0
4,2018-09-01,46.3634270290475,75.3165345033631,5,1,0
4,2018-10-01,50.597499373846,20.8875340083614,3,1,2
4,2018-11-01,42.9540353631993,63.3925778698176,3,0,3
4,2018-12-01,42.8278183842599,29.7076515713707,8,1,0
4,2019-01-01,58.8465049897692,59.5385744608939,2,1,0
4,2019-02-01,39.8440742139646,58.8771523488685,6,0,2
4,2019-03-01,69.5529396549246,65.2725820336491,5,1,0
4,2019-04-01,49.0968040603415,45.4660303285345,2,0,0
4,2019-05-01,52.1453882662922,31.7617335449904,1,1,0
4,2019-06-01,42.6147229526043,23.6036737356335,6,0,0
4,2019-07-01,44.2561131023673,56.3649794040248,4,1,0
4,2019-08-01,36.8298386769476,31.8118756264448,5,1,0
4,2019-09-01,48.1707461162727,60.2086631534621,5,0,0
4,2019-10-01,54.1898240492446,71.2186896288767,3,0,4
4,2019-11-01,53.2430434416138,78.1412825034931,11,1,2
4,2019-12-01,42.1846351294525,24.0793092735112,6,1,0
4,2020-01-01,42.11378029146,68.2588433707133,0,1,2
4,2020-02-01,44.9780128165714,31.7668631859124,2,0,0
4,2020-03-01,64.9606066984635,76.9490970484912,7,0,0
4,2020-04-01,38.6269637933426,33.9583057072014,1,1,0
4,2020-05-01,48.209484056198,51.4038692740723,3,1,0
4,2020-06-01,69.0236182167893,47.529351785779,2,0,0
4,2020-07-01,48.9902511467119,32.0056289480999,1,0,0
4,2020-08-01,36.4015929617861,24.0768636995926,10,1,0
4,2020-09-01,43.3523056472594,32.4666792480275,2,0,0
4,2020-10-01,54.8545997890488,70.0377820804715,6,1,0
4,2020-11-01,46.2439712833023,25.9220188297331,6,0,0
4,2020-12-01,44.3812363645022,78.834440400824,3,1,1
4,2021-01-01,46.5608276587154,22.1736915642396,4,0,0
4,2021-02-01,50.9049664713922,58.6379290604964,3,1,0
4,2021-03-01,65.9850877114583,41.1817794013768,5,1,0
4,2021-04-01,49.1143488786112,49.1690520802513,5,1,0
4,2021-05-01,60.8079949615152,38.9187020342797,4,0,0
4,2021-06-01,56.3075411565057,79.4657530682161,10,1,0
4,2021-07-01,48.8636010449386,75.3070574766025,5,1,0
4,2021-08-01,34.670979971094,44.3117359792814,7,1,0
4,2021-09-01,44.7888268244748,23.1172500597313,2,0,0
4,2021-10-01,45.1012954686153,34.3303242698312,6,0,0
4,2021-11-01,50.4715443276153,53.7889213254675,7,1,0
4,2021-12-01,63.0019867766682,53.3444196684286,4,1,0
4,2022-01-01,72.9307897383109,40.0602302141488,8,1,0
4,2022-02-01,65.4758105898377,68.4405548870564,3,0,0
4,2022-03-01,48.6684903567106,64.6695762686431,6,1,0
4,2022-04-01,32.4347260444236,68.2068588072434,5,1,2
4,2022-05-01,46.1122013592826,66.8131988169625,2,0,0
4,2022-06-01,50.8920722307329,46.9826702866703,9,1,0
4,2022-07-01,58.4501300406744,32.0306114619598,4,1,0
4,2022-08-01,59.6252796848427,65.444796490483,6,1,0
4,2022-09-01,56.8430942941646,45.9512428194284,6,0,1
4,2022-10-01,36.0472565020053,33.5927934572101,2,0,0
4,2022-11-01,58.4964304563335,44.870709720999,6,0,0
4,2022-12-01,45.5344278357278,64.577838294208,4,0,0
4,2023-01-01,51.7480270016126,28.7815465312451,1,1,0
4,2023-02-01,50.7455117717373,35.7854521507397,5,0,0
4,2023-03-01,54.2816676497051,52.8123325714841,2,1,0
4,2023-04-01,50.2467498282614,64.6377958217636,3,0,1
4,2023-05-01,33.3252490241434,41.4608126925305,3,0,0
4,2023-06-01,57.3649596477344,50.2830498851836,2,1,0
4,2023-07-01,53.8602656834968,35.4765620594844,1,0,0
4,2023-08-01,47.3434837472178,33.285228642635,7,1,0
4,2023-09-01,51.1814451104668,29.2663468280807,7,0,0
4,2023-10-01,51.3403864536846,52.2831506142393,6,1,1
4,2023-11-01,52.21019468561,51.3917554542422,4,1,0
4,2023-12-01,66.4084616597749,22.8336838632822,4,0,0
5,2018-01-01,47.8094962106652,51.8850297434255,7,0,0
5,2018-02-01,51.6806538388466,49.6896476019174,9,1,0
5,2018-03-01,61.6838387306909,35.5845372471958,4,0,0
5,2018-04-01,60.5418102337692,39.8854057583958,4,1,0
5,2018-05-01,61.4526311038036,76.7115166969597,8,1,0
5,2018-06-01,44.2253199894044,39.6341208973899,4,1,0
5,2018-07-01,70.0248273029283,27.3694554483518,0,0,0
5,2018-08-01,50.6670087093018,35.5669968435541,1,0,3
5,2018-09-01,68.6685184470686,45.4953614296392,3,0,0
5,2018-10-01,36.4909731396929,73.0022818874568,4,0,0
5,2018-11-01,50.2098358635424,34.0116733405739,7,0,0
5,2018-12-01,62.4991457096922,25.8943912526593,5,0,0
5,2019-01-01,42.847578127772,68.2405760884285,6,1,0
5,2019-02-01,42.4731103178226,37.8481411794201,2,0,0
5,2019-03-01,40.6146129639311,72.0642963377759,4,1,1
5,2019-04-01,39.4748672066126,25.468731680885,4,0,0
5,2019-05-01,45.628404668196,20.4154144274071,9,0,0
5,2019-06-01,53.3117917295898,36.7915620515123,8,1,0
5,2019-07-01,29.8578950207928,36.8529127910733,4,1,1
5,2019-08-01,52.1198043337229,29.309239150025,9,1,0
5,2019-09-01,62.3667504641657,21.709546665661,12,1,0
5,2019-10-01,70.3757401824043,33.0257458612323,5,1,3
5,2019-11-01,63.0117599220059,78.0123340059072,5,0,0
5,2019-12-01,57.5677476379596,35.3701727557927,10,0,0
5,2020-01-01,32.7326960088567,53.3228024467826,3,0,0
5,2020-02-01,43.9849329199322,33.5641904501244,5,0,0
5,2020-03-01,46.4795354341738,60.1766905374825,4,1,0
5,2020-04-01,57.0352390275689,64.811331210658,7,1,0
5,2020-05-01,48.9432866599623,50.3989329794422,6,1,0
5,2020-06-01,37.4135137193983,35.1479619648308,8,0,0
5,2020-07-01,66.8443570809412,23.5848552314565,8,1,0
5,2020-08-01,59.1139129179596,33.3767287386581,1,0,0
5,2020-09-01,52.3743027249103,23.3914383733645,7,1,1
5,2020-10-01,62.1810861032581,51.5986086847261,2,0,0
5,2020-11-01,36.6122571276503,68.6572946421802,3,1,0
5,2020-12-01,56.608202977898,53.3608916308731,4,0,0
5,2021-01-01,44.7708762368658,58.4802256058902,1,1,0
5,2021-02-01,56.8374552185071,45.0950531056151,3,1,0
5,2021-03-01,49.3917804533993,33.9643227262422,6,1,0
5,2021-04-01,56.3296071303145,37.9556272411719,6,1,0
5,2021-05-01,63.3551761505939,24.5927987992764,5,1,1
5,2021-06-01,50.072900903169,67.6410659123212,7,1,0
5,2021-07-01,60.1755863695209,65.3394969878718,9,0,0
5,2021-08-01,38.1156596485202,30.4586552316323,2,0,0
5,2021-09-01,42.7839555956398,30.9513848647475,6,0,1
5,2021-10-01,65.1921771138818,75.1198330288753,6,0,0
5,2021-11-01,53.7738797302393,42.950667636469,8,1,0
5,2021-12-01,29.4777717956627,52.59209390264,9,0,0
5,2022-01-01,36.3596254791762,67.0847211265936,4,0,0
5,2022-02-01,47.9921898441088,48.4695569053292,9,0,0
5,2022-03-01,58.6577940433449,31.3072084030136,5,1,0
5,2022-04-01,48.9811674428478,29.1045295074582,7,0,0
5,2022-05-01,56.2418747202065,25.563063826412,4,1,0
5,2022-06-01,59.5900537778783,67.5413085939363,7,0,2
5,2022-07-01,66.7105482886294,78.401677669026,9,1,0
5,2022-08-01,50.5601673327496,23.7613466521725,8,0,1
5,2022-09-01,49.480180938191,38.0342423683032,7,1,0
5,2022-10-01,32.4676264085773,37.8440010221675,6,1,0
5,2022-11-01,50.9932759408783,77.8076584776863,3,0,0
5,2022-12-01,44.2814994210444,56.8830002564937,3,0,0
5,2023-01-01,40.2599041719591,39.2322176927701,5,0,0
5,2023-02-01,48.2009376895246,23.4641002258286,4,1,1
5,2023-03-01,60.1494317274366,59.9221646320075,3,0,1
5,2023-04-01,30.0725151131142,36.0016551986337,5,0,0
5,2023-05-01,45.7272071279457,61.9746084883809,0,1,0
5,2023-06-01,51.1663728358271,72.8551032813266,4,0,1
5,2023-07-01,41.0679242994505,27.1738265501335,3,0,0
5,2023-08-01,53.3390294249922,75.2339278161526,4,0,2
5,2023-09-01,54.1142992061573,33.8311405293643,4,0,0
5,2023-10-01,49.6696384072401,32.244853717275,2,1,0
5,2023-11-01,25.3410180623997,78.1404542597011,4,1,0
5,2023-12-01,75.7145814586664,74.9620775924996,4,1,0
6,2018-01-01,47.947007425318,49.4333292543888,7,0,1
6,2018-02-01,56.5119328158767,34.9228967167437,6,1,0
6,2018-03-01,52.7376649103655,71.3331502443179,2,1,0
6,2018-04-01,60.2467323481835,75.8411440625787,6,1,2
6,2018-05-01,58.1765944637409,23.0331922974437,4,1,0
6,2018-06-01,47.9020682877149,39.4425810687244,2,0,0
6,2018-07-01,53.7816777220851,69.4767521182075,6,1,0
6,2018-08-01,40.5459116887611,27.4038732191548,3,0,0
6,2018-09-01,58.5692301089932,42.8582359477878,5,0,0
6,2018-10-01,45.3896166111565,79.1017447970808,3,1,0
6,2018-11-01,74.1677335378821,45.8089875476435,4,1,0
6,2018-12-01,33.4895110431181,38.3427109196782,4,0,0
6,2019-01-01,45.3601275703398,37.7332619996741,8,1,2
6,2019-02-01,58.2537986275924,53.8023977912962,7,0,0
6,2019-03-01,55.1013254687866,48.2624264992774,12,1,0
6,2019-04-01,44.10518961485,70.4714933782816,8,0,0
6,2019-05-01,40.0321925779248,54.5620467700064,5,1,0
6,2019-06-01,51.444757047107,61.2600322719663,2,1,0
6,2019-07-01,49.8569258683309,22.4915289878845,5,1,0
6,2019-08-01,32.0971876273594,45.9528571180999,5,1,0
6,2019-09-01,50.3455106713385,32.6832072902471,8,1,3
6,2019-10-01,51.9023031569246,31.7437316896394,3,0,0
6,2019-11-01,51.7472639698184,60.4578765528277,7,0,0
6,2019-12-01,39.4498295739732,21.3014763081446,9,1,0
6,2020-01-01,54.7613327830263,47.0885825483128,6,1,0
6,2020-02-01,63.7857013695924,64.6712338738143,7,0,0
6,2020-03-01,54.5623640317981,52.491331929341,2,0,0
6,2020-04-01,38.6441152962566,45.1863204222172,2,0,0
6,2020-05-01,45.6435453030809,42.9501837771386,4,0,0
6,2020-06-01,53.4610361955361,43.1591419829056,8,1,0
6,2020-07-01,43.5295436868173,73.3060706127435,2,0,0
6,2020-08-01,28.4235366498472,52.3856602422893,6,1,0
6,2020-09-01,58.8425082002821,50.047415504232,3,0,0
6,2020-10-01,41.7052238837548,62.0280504971743,2,0,0
6,2020-11-01,44.2643972923172,48.1030167127028,3,0,1
6,2020-12-01,65.0390060900453,70.0271658971906,8,0,0
6,2021-01-01,42.258550703946,65.2962962398306,7,1,0
6,2021-02-01,58.457315401893,42.2151051321998,6,0,1
6,2021-03-01,37.3931712118122,79.350119587034,2,1,0
6,2021-04-01,46.4545759692602,36.4680823357776,8,1,0
6,2021-05-01,49.2644398086352,62.420210018754,5,0,0
6,2021-06-01,38.3134857557564,52.6815742673352,3,0,0
6,2021-07-01,43.6525173509109,72.6138989441097,4,0,0
6,2021-08-01,49.7115844707169,39.616166735068,5,0,0
6,2021-09-01,56.7069596873393,32.2688843682408,5,1,0
6,2021-10-01,33.4945345657489,69.4296193495393,5,0,0
6,2021-11-01,46.5024576078873,51.7636734480038,2,0,0
6,2021-12-01,57.5640643854548,65.4476629616693,7,1,0
6,2022-01-01,44.6119084002241,38.6557982489467,7,0,0
6,2022-02-01,52.2729192167294,36.0659454995766,7,1,0
6,2022-03-01,54.9222857006443,68.8715487439185,5,1,0
6,2022-04-01,52.6783501533168,76.5572804026306,6,1,0
6,2022-05-01,56.5325767947138,53.4396352246404,6,1,0
6,2022-06-01,48.7729133902262,67.7548508485779,6,0,1
6,2022-07-01,45.8632348640788,64.3735451903194,3,1,0
6,2022-08-01,23.5685104797102,52.0933099510148,4,0,0
6,2022-09-01,49.0705898152053,79.7803016705438,3,0,0
6,2022-10-01,54.3028469635999,48.4655824303627,8,1,3
6,2022-11-01,55.3539884086815,35.3177016787231,2,1,0
6,2022-12-01,44.4472164868675,29.7260153852403,6,1,0
6,2023-01-01,67.7950290977515,62.5976160448045,4,1,0
6,2023-02-01,52.8642441962882,39.40939869266,12,0,0
6,2023-03-01,51.2631585845889,29.1055955039337,3,0,0
6,2023-04-01,62.7226677946852,35.4149697115645,6,1,0
6,2023-05-01,42.8153377868074,33.9472100511193,5,0,0
6,2023-06-01,45.4966137607529,65.2637773612514,5,1,0
6,2023-07-01,73.9745248004976,71.9501481577754,4,0,1
6,2023-08-01,50.1112918722089,49.4463930651546,6,1,0
6,2023-09-01,66.3356842140831,48.0100988456979,6,0,0
6,2023-10-01,35.6149335508548,25.7386903045699,2,1,3
6,2023-11-01,48.094831979571,58.2772035058588,6,1,0
6,2023-12-01,53.7842390363683,30.679107834585,7,0,0
7,2018-01-01,53.000385452058,34.2135544959456,5,1,1
7,2018-02-01,39.9436374048916,50.6656094035134,5,1,0
7,2018-03-01,50.1925927462537,46.8949399515986,7,1,0
7,2018-04-01,39.2257934688802,28.4604421630502,1,1,0
7,2018-05-01,57.1270332524428,29.6981494268402,8,1,0
7,2018-06-01,60.8477508986065,37.5026799645275,4,1,3
7,2018-07-01,27.7501230351259,63.4135122736916,6,0,0
7,2018-08-01,62.3569346230014,33.9417427312583,6,1,0
7,2018-09-01,37.5895550319151,30.8014526218176,7,0,0
7,2018-10-01,54.5476926898263,56.5913653047755,7,0,0
7,2018-11-01,56.5990263814261,42.4853341281414,8,0,2
7,2018-12-01,48.0011017189857,78.2749152835459,7,1,0
7,2019-01-01,43.5488604314021,39.9864637944847,6,1,0
7,2019-02-01,51.6532102124205,53.0184139125049,2,1,0
7,2019-03-01,54.3881870071445,53.7001188471913,5,1,0
7,2019-04-01,58.833028199487,34.3715714896098,4,1,0
7,2019-05-01,29.4766301609805,40.6096650566906,6,0,0
7,2019-06-01,33.6362073194098,25.568883982487,8,0,0
7,2019-07-01,64.3040234118818,25.8582282019779,6,0,0
7,2019-08-01,60.4662884711155,26.7683369107544,3,0,0
